ShotType;Competition;PlayerType;Transition;TwoLegged;Movement;Angle;Distance
above head;NBA;F;0;1;no;82.36;3.9
layup;NBA;F;0;1;no;11.85;0.53
layup;NBA;F;0;1;no;41.84;0.33
hook shot;NBA;F;0;1;no;45.79;1.14
other;NBA;F;1;0;dribble or cut;14.81;1.28
above head;NBA;G;0;1;no;47.66;5.6
other;NBA;G;0;1;no;37.2;0.72
above head;NBA;G;0;1;no;1.93;6.47
above head;NBA;G;1;1;no;21.19;7.53
above head;NBA;G;0;1;no;3.34;7.47
above head;NBA;G;0;1;no;52.74;7.32
above head;NBA;G;0;1;no;52.87;2.87
above head;NBA;G;1;0;dribble or cut;61.28;0.62
above head;NBA;G;0;1;no;54.17;1.07
above head;NBA;G;0;1;no;18.04;7.56
other;NBA;G;0;1;no;63.39;1.03
layup;NBA;G;1;0;drive;40.49;0.75
above head;NBA;G;0;1;no;44.82;7.49
above head;NBA;G;0;1;no;36.41;6.05
above head;NBA;G;0;1;no;0.82;7.57
above head;NBA;G;0;0;no;72.02;1.14
above head;NBA;G;1;0;dribble or cut;33.59;0.69
other;NBA;G;1;1;no;31.97;1.13
above head;NBA;G;0;1;no;5.89;5.84
above head;NBA;G;0;1;no;45.62;5.94
layup;NBA;G;1;0;dribble or cut;52.4;1.03
other;NBA;G;0;0;dribble or cut;8.17;1.92
above head;NBA;G;0;1;no;51.51;7.65
layup;NBA;G;1;1;no;2.06;1.51
above head;NBA;G;0;1;no;27.9;7.44
other;NBA;G;1;0;dribble or cut;41.56;7.47
other;NBA;G;0;0;dribble or cut;57.86;1.29
hook shot;NBA;G;0;1;no;37.2;0.72
layup;NBA;F;0;1;no;65.93;0.6
above head;NBA;F;0;1;no;0;5.48
above head;NBA;F;0;1;no;2.91;1.07
hook shot;NBA;F;0;1;no;24.77;1.3
layup;NBA;F;0;1;no;67.37;1.06
hook shot;NBA;F;0;1;no;28.97;1.35
other;NBA;F;0;1;no;61.2;3.48
dunk;NBA;F;0;1;no;65.86;1.13
hook shot;NBA;F;0;0;no;63.3;1.64
hook shot;NBA;F;0;1;no;6.92;1.35
above head;NBA;C;0;0;no;28.28;3.22
hook shot;NBA;C;0;0;no;0;2.23
above head;NBA;C;0;1;no;22.74;4.51
above head;NBA;C;0;1;no;80.34;3.09
hook shot;NBA;C;0;1;no;77.13;3.07
hook shot;NBA;C;0;1;no;4.78;1.96
layup;NBA;C;0;1;no;36.13;0.37
above head;NBA;C;0;1;no;23.63;2.85
hook shot;NBA;C;0;1;no;0;1.73
hook shot;NBA;C;0;1;no;81.5;3.14
hook shot;NBA;C;0;1;no;54.45;1.27
above head;NBA;C;0;1;no;88.92;4.14
hook shot;NBA;C;0;1;no;62.72;2.69
hook shot;NBA;C;0;1;no;13.23;1.66
above head;NBA;G;0;1;no;7.89;7.53
above head;NBA;G;0;1;no;0.99;3.16
above head;NBA;G;1;1;no;88.41;7.13
above head;NBA;G;0;1;no;40.46;7.63
above head;NBA;G;0;1;no;18.84;7.42
above head;NBA;G;0;1;no;51.17;5.66
other;NBA;G;0;0;dribble or cut;61.96;3.33
above head;NBA;G;0;1;no;51.42;5.78
above head;NBA;G;0;1;no;8.22;6.09
layup;NBA;G;0;1;no;64.68;1.08
hook shot;NBA;G;0;1;no;1.94;4.82
above head;NBA;G;0;1;no;87.2;5.18
above head;NBA;G;0;1;no;29.27;5.9
layup;NBA;C;0;1;no;6.86;0.91
above head;NBA;C;0;1;no;8.55;4.76
above head;NBA;C;0;1;no;72.46;5.19
above head;NBA;C;0;1;no;30.04;5.44
hook shot;NBA;C;0;1;no;25.46;2.41
hook shot;NBA;C;0;1;no;1.44;2.17
layup;NBA;C;0;0;drive;57.11;1.36
dunk;NBA;C;0;1;no;43.82;1.1
dunk;NBA;C;0;1;no;50.94;0.56
above head;NBA;C;0;1;no;36.73;5.73
above head;NBA;C;0;1;no;1.19;2.61
above head;NBA;C;0;0;no;63.72;2.91
above head;NBA;C;0;1;no;19.32;5.92
dunk;NBA;C;0;1;no;53.02;0.95
above head;NBA;C;0;1;no;69.18;3.32
other;NBA;C;0;1;no;60.98;1.18
other;NBA;C;0;1;no;9.82;0.64
hook shot;NBA;C;0;1;no;65.86;1.13
layup;NBA;C;0;1;no;50.18;0.64
above head;NBA;C;0;1;no;79.98;1.71
hook shot;NBA;C;0;1;no;71.26;2.64
above head;NBA;C;0;1;no;13.23;1.66
hook shot;NBA;C;0;0;no;5.53;1.13
above head;NBA;C;0;1;no;30.31;5.07
above head;NBA;C;0;1;no;59.1;1.33
above head;NBA;F;0;1;no;7.4;3.8
above head;NBA;F;0;1;no;86.21;5.35
above head;NBA;F;0;1;no;25.48;5.95
layup;NBA;F;0;1;no;3.07;1.02
above head;NBA;F;0;1;no;26.91;5.77
other;NBA;F;1;1;no;43.59;0.87
above head;NBA;F;0;1;no;10.06;6.23
above head;NBA;F;0;1;no;44.41;3.73
dunk;NBA;F;1;1;no;9.04;0.69
above head;NBA;F;0;1;no;84.92;7.1
dunk;NBA;F;0;1;no;83.72;0.71
above head;NBA;F;0;1;no;86.75;7.2
layup;NBA;G;1;0;dribble or cut;54.19;0.6
above head;NBA;G;0;1;no;29.48;4.2
layup;NBA;G;1;0;dribble or cut;53.11;0.68
above head;NBA;G;0;1;no;0.42;7.41
layup;NBA;G;1;0;dribble or cut;20.78;0.61
above head;NBA;F;0;1;no;46.73;7.03
above head;NBA;F;0;1;no;0;2.67
above head;NBA;F;1;1;no;69.19;5.18
hook shot;NBA;F;1;1;no;81;2.26
layup;NBA;F;0;1;no;53.11;0.68
above head;NBA;F;0;1;no;50.61;1.34
above head;NBA;F;0;1;no;26.58;7.54
above head;NBA;G;0;1;no;40.88;7.32
above head;NBA;G;0;1;no;37.88;7.36
above head;NBA;G;0;1;no;4.83;3.23
above head;NBA;G;0;1;no;1.28;4.87
above head;NBA;G;0;1;no;0.42;7.46
above head;NBA;G;0;1;no;84.88;7.05
other;NBA;G;0;0;drive;81.61;2.42
above head;NBA;G;0;1;no;23.45;4.65
other;NBA;G;0;0;drive;19.5;2.77
above head;NBA;G;0;1;no;42.33;6.14
above head;NBA;G;0;0;dribble or cut;54.45;1.27
above head;NBA;G;0;1;no;29.99;7.41
above head;NBA;G;0;0;dribble or cut;19.86;0.96
above head;NBA;G;0;1;no;24.05;2.14
above head;NBA;G;0;1;no;34.79;6.2
above head;NBA;G;0;1;no;46.93;7.38
layup;NBA;G;1;0;dribble or cut;54.19;0.6
above head;NBA;F;0;0;dribble or cut;24.16;0.93
above head;NBA;F;0;1;no;83.5;7.01
other;NBA;F;0;0;no;32.2;0.61
layup;NBA;F;0;1;no;27.44;0.71
above head;NBA;F;0;1;no;28.47;7.42
other;NBA;F;1;0;no;63.46;0.79
above head;NBA;F;1;0;no;4.57;2.73
above head;NBA;F;0;0;dribble or cut;46.38;0.75
layup;NBA;F;0;1;no;86.52;4.91
above head;NBA;F;0;1;no;43.49;0.79
layup;NBA;F;0;0;drive;46.22;0.83
above head;NBA;F;0;1;no;47.53;7.38
above head;NBA;F;0;1;no;85.27;5.63
other;NBA;F;0;1;no;77.48;0.61
above head;NBA;G;1;1;no;52.32;7.43
other;NBA;G;0;0;no;35.98;1.39
above head;NBA;G;0;0;dribble or cut;36.74;2.37
above head;NBA;G;0;1;no;33.27;7.54
other;NBA;G;0;0;drive;61.38;3.04
above head;NBA;G;0;1;no;37.54;7.32
above head;NBA;G;0;1;no;21.34;7.48
above head;NBA;G;0;1;no;57.16;7.26
hook shot;NBA;G;0;0;no;48.09;1.02
layup;NBA;G;0;0;dribble or cut;45.72;1.22
above head;NBA;G;0;1;no;47.66;3.39
above head;NBA;G;0;1;no;8.94;1.75
above head;NBA;G;0;1;no;30.79;7.34
layup;NBA;G;1;0;dribble or cut;52.4;1.03
above head;NBA;G;0;1;no;50.09;5.96
above head;NBA;G;0;1;no;87.59;7.08
other;NBA;G;0;0;dribble or cut;2.03;4.6
above head;NBA;G;0;1;no;37.25;7.64
above head;NBA;G;0;1;no;46.02;7.41
above head;NBA;G;0;1;no;50.35;6.08
above head;NBA;G;0;1;no;19.37;7.38
above head;NBA;G;0;1;no;13.14;7.66
above head;NBA;F;0;1;no;43.84;3.85
above head;NBA;F;0;1;no;15.7;6.03
above head;NBA;F;0;1;no;87.64;4.58
layup;NBA;F;0;1;no;45.79;1.14
layup;NBA;F;0;1;no;39.01;0.95
above head;NBA;F;0;1;no;8.61;5.82
tip-in;NBA;F;1;1;no;36.3;0.64
above head;NBA;G;0;1;no;32.09;7.38
above head;NBA;G;0;1;no;47.19;7.49
above head;NBA;G;0;1;no;79.87;5.14
above head;NBA;G;0;1;no;15.02;5.67
above head;NBA;G;0;1;no;89.66;5.44
above head;NBA;G;0;1;no;49.15;7.2
above head;NBA;G;0;1;no;48.74;7.39
above head;NBA;G;0;1;no;88.37;5.01
above head;NBA;G;0;1;no;30.73;5.86
above head;NBA;G;0;1;no;84.36;4.16
above head;NBA;G;0;1;no;17.99;5.99
above head;NBA;G;0;1;no;7.14;2.19
above head;NBA;G;0;1;no;89.37;7.13
above head;NBA;F;0;1;no;49.35;5.95
other;NBA;F;0;1;no;54.17;1.07
dunk;NBA;F;0;1;no;15.89;0.6
above head;NBA;F;0;1;no;86.43;5.67
above head;NBA;F;0;1;no;5.28;2.96
dunk;NBA;C;0;1;no;80.2;1.1
above head;NBA;G;0;1;no;75.26;3.77
other;NBA;G;1;0;dribble or cut;29.35;2.55
above head;NBA;G;0;1;no;44.05;5.24
above head;NBA;G;0;1;no;0;4.27
above head;NBA;G;0;1;no;73.39;7.21
above head;NBA;G;0;1;no;48.5;7.27
above head;NBA;G;0;1;no;41.81;7.35
above head;NBA;G;0;1;no;50.86;7.37
above head;NBA;G;0;1;no;42.43;7.42
above head;NBA;F;0;1;no;42.68;6.1
above head;NBA;F;1;1;no;35.44;7.6
above head;NBA;F;0;1;no;27.69;6.56
above head;NBA;F;0;1;no;38.98;7.61
above head;NBA;F;0;1;no;40.6;7.36
above head;NBA;F;0;1;no;21.69;5.3
above head;NBA;F;0;1;no;52.14;7.31
hook shot;NBA;C;1;1;no;3.3;2.84
hook shot;NBA;C;0;1;no;33.95;1.75
hook shot;NBA;C;0;1;no;0;2.17
above head;NBA;C;0;1;no;41.7;1.06
hook shot;NBA;C;0;1;no;10.8;2.32
above head;NBA;F;0;1;no;56.81;5.07
layup;NBA;F;0;1;no;49.58;0.71
layup;NBA;F;1;1;no;9.04;0.69
layup;NBA;F;0;1;no;63.6;0.55
above head;NBA;F;0;1;no;36.49;3.39
layup;NBA;F;1;1;no;58.66;0.57
above head;NBA;F;0;1;no;8.29;6.04
hook shot;NBA;F;0;1;no;22.57;2.41
above head;NBA;F;0;1;no;83.87;2.79
layup;NBA;F;0;1;no;57.45;0.45
layup;NBA;F;0;1;no;60.73;1.06
above head;NBA;F;0;1;no;89.73;4.9
hook shot;NBA;F;0;1;no;46.58;0.67
above head;NBA;F;0;1;no;67.37;5.07
above head;NBA;G;1;1;no;23.59;7.48
above head;NBA;G;0;0;dribble or cut;29.12;0.78
layup;NBA;G;0;0;dribble or cut;53.11;0.68
layup;NBA;G;1;0;dribble or cut;50.18;0.64
other;NBA;G;0;0;dribble or cut;15.79;3
above head;NBA;G;0;1;no;63.97;5.45
above head;NBA;G;0;0;dribble or cut;14.68;4.3
above head;NBA;G;0;1;no;17.78;7.49
layup;NBA;G;1;1;no;17.66;0.72
layup;NBA;G;0;0;dribble or cut;46.38;0.75
above head;NBA;G;0;1;no;3.52;6.21
above head;NBA;G;0;1;no;2.06;4.54
above head;NBA;G;0;1;no;34.25;6.09
above head;NBA;G;0;1;no;88.38;6.97
layup;NBA;G;1;0;dribble or cut;22.85;0.98
above head;NBA;G;0;1;no;79.27;5.15
above head;NBA;G;0;1;no;80.02;7.13
hook shot;NBA;F;0;1;no;79.87;3.26
above head;NBA;F;0;0;no;50.97;1.26
above head;NBA;F;0;1;no;11.63;2.16
above head;NBA;F;0;1;no;20.01;2.55
layup;NBA;F;0;1;no;33.54;0.89
layup;NBA;F;0;0;dribble or cut;57.98;0.77
hook shot;NBA;F;0;1;no;62.21;1.23
layup;NBA;F;0;1;no;51.3;1.53
layup;NBA;F;0;1;no;59.22;1.01
above head;NBA;F;0;1;no;65.14;4.38
dunk;NBA;F;1;1;no;42.08;1.22
above head;NBA;F;0;1;no;14.44;7.42
above head;NBA;F;0;1;no;7;4.46
above head;NBA;F;1;1;no;87.14;7.08
layup;NBA;F;1;1;no;64.87;0.96
above head;NBA;F;1;0;dribble or cut;53.68;2.36
above head;NBA;F;0;1;no;78.81;7.21
layup;NBA;F;0;1;no;53.11;0.68
above head;NBA;F;0;1;no;0;0.79
above head;NBA;F;0;0;no;6.33;2.96
layup;NBA;G;0;1;no;5.28;2.96
above head;NBA;G;0;1;no;40.1;7.52
above head;NBA;G;0;1;no;26.19;6.04
above head;NBA;G;0;1;no;85.78;7.04
above head;NBA;G;0;1;no;42.41;7.34
above head;NBA;G;0;1;no;8.07;6.59
above head;NBA;G;0;1;no;32.86;8.23
layup;NBA;G;0;0;dribble or cut;58.69;0.89
above head;NBA;C;0;1;no;62.34;4.92
layup;NBA;C;0;1;no;49.58;0.71
above head;NBA;C;0;1;no;29.91;4.48
other;NBA;C;0;0;drive;49.1;0.79
above head;NBA;C;0;1;no;37.83;5.68
other;NBA;C;0;1;no;1.41;4.43
dunk;NBA;C;0;1;no;36.07;1.66
dunk;NBA;C;0;1;no;69;0.52
above head;NBA;C;0;1;no;59.98;1.7
above head;NBA;C;0;1;no;64.01;1.94
above head;NBA;C;0;1;no;42.95;5.75
hook shot;NBA;C;0;1;no;21.77;3.23
layup;NBA;C;1;1;no;41.47;0.99
above head;NBA;C;0;1;no;88.2;5.99
above head;NBA;C;0;1;no;19.36;3.12
above head;NBA;C;0;0;no;29.57;1.1
dunk;NBA;C;0;1;no;31.97;1.13
above head;NBA;G;1;1;no;52.65;7.39
above head;NBA;G;0;1;no;30.93;7.41
above head;NBA;G;0;1;no;28.06;5.21
above head;NBA;F;0;1;no;12.79;0.98
dunk;NBA;F;0;1;no;20.58;1.08
tip-in;NBA;F;0;1;no;63.42;0.91
layup;NBA;F;0;1;no;67.91;0.94
layup;NBA;F;0;1;no;59.45;0.7
above head;NBA;F;0;1;no;12.79;0.98
hook shot;NBA;F;0;1;no;0;1.57
above head;NBA;F;0;1;no;11.65;5.93
above head;NBA;G;0;1;no;85.96;5.02
other;NBA;G;0;1;no;35.72;7.83
other;NBA;G;0;1;no;86.31;7.2
layup;NBA;G;0;0;drive;56.52;1.24
above head;NBA;G;0;1;no;83.21;7.18
layup;NBA;G;1;0;dribble or cut;41.2;0.91
above head;NBA;G;0;1;no;74.54;5.25
above head;NBA;G;0;1;no;47.5;7.46
other;NBA;G;0;1;no;22.33;5.44
other;NBA;G;0;0;drive;40.4;1.26
other;NBA;G;0;1;no;29.62;7.38
above head;NBA;G;0;1;no;10.96;4.01
dunk;NBA;G;0;1;no;79.13;1
above head;NBA;G;0;1;no;24.07;4.67
above head;NBA;G;0;1;no;77.51;4.18
above head;NBA;G;1;1;no;73.76;7.37
hook shot;NBA;C;0;0;no;3.18;2.95
dunk;NBA;C;1;1;no;30.14;1.3
dunk;NBA;C;0;1;no;53.02;0.95
dunk;NBA;C;0;1;no;8.2;1.53
above head;NBA;G;0;1;no;73.64;7.32
above head;NBA;G;0;1;no;86.96;3.54
above head;NBA;G;0;1;no;28.04;7.64
layup;NBA;G;0;1;no;57.98;0.77
above head;NBA;F;0;1;no;67.4;7.37
above head;NBA;F;0;1;no;81.12;3.36
above head;NBA;F;0;1;no;10.62;7.09
above head;NBA;F;0;1;no;61.25;7.26
above head;NBA;F;0;1;no;17.3;7.87
other;NBA;F;0;1;no;57.3;1.16
above head;NBA;F;0;1;no;0.84;7.41
above head;NBA;F;0;1;no;41.78;7.27
hook shot;NBA;G;0;1;no;27.54;1.77
above head;NBA;G;0;1;no;84.36;4.16
layup;NBA;G;0;1;no;67.14;0.77
above head;NBA;G;0;1;no;6.95;1.8
above head;NBA;G;0;1;no;7.01;4.91
other;NBA;G;0;1;no;21.58;4.29
layup;NBA;G;0;1;no;72.13;0.97
above head;NBA;G;0;1;no;38.73;2.78
above head;NBA;G;0;1;no;74.58;7.34
layup;NBA;G;0;1;no;65.5;3.11
above head;NBA;G;0;1;no;84.02;3.39
above head;NBA;G;0;1;no;41.19;3.47
above head;NBA;G;0;1;no;65.79;5.43
layup;NBA;G;0;1;no;32.48;0.81
above head;NBA;G;0;1;no;58.87;3.56
layup;NBA;G;0;1;no;15.89;0.6
above head;NBA;G;0;1;no;30.35;7.43
above head;NBA;C;0;1;no;0;1.07
layup;NBA;C;1;0;dribble or cut;28.03;1.27
dunk;NBA;F;1;1;no;27.44;0.71
above head;NBA;F;0;1;no;42.1;7.31
layup;NBA;F;0;1;no;50.94;0.56
above head;NBA;F;0;1;no;88.47;7.02
above head;NBA;G;0;1;no;6.31;4.46
above head;NBA;G;0;1;no;41.02;5.14
above head;NBA;G;0;1;no;37.13;6.04
above head;NBA;G;0;1;no;6.24;5.51
layup;NBA;G;0;0;dribble or cut;41.2;0.91
above head;NBA;G;0;1;no;41.04;7.63
above head;NBA;G;0;1;no;88.39;6.7
above head;NBA;G;1;1;no;42.55;5.71
above head;NBA;G;0;1;no;7.62;5.75
other;NBA;G;0;0;drive;80.63;3.86
other;NBA;G;0;0;dribble or cut;18.71;3.22
above head;NBA;G;0;1;no;50.05;1.07
layup;NBA;G;0;0;dribble or cut;60.06;0.38
above head;NBA;G;0;1;no;18.68;5.61
above head;NBA;G;0;1;no;1.66;7.52
above head;NBA;G;0;1;no;16.92;7.86
above head;NBA;G;0;1;no;47.22;7.42
other;NBA;G;0;0;drive;17.9;1.24
above head;NBA;G;0;1;no;5.12;7.32
above head;NBA;G;0;0;dribble or cut;37.73;3.02
above head;NBA;G;0;1;no;81.78;7.09
above head;NBA;C;0;0;no;59.98;1.7
above head;NBA;C;0;1;no;0.96;6.53
above head;NBA;C;0;0;no;49.73;1.57
above head;NBA;C;0;1;no;4.89;6.38
dunk;NBA;C;0;1;no;8.38;0.75
layup;NBA;C;0;1;no;40.4;1.26
above head;NBA;F;0;1;no;30.26;4.43
above head;NBA;F;0;1;no;1.69;5.53
above head;NBA;F;0;1;no;87.81;6.37
tip-in;NBA;F;0;1;no;54.19;0.6
above head;NBA;F;0;1;no;8.47;2.59
above head;NBA;F;0;1;no;25.24;5.87
above head;NBA;F;0;1;no;36.77;7.46
above head;NBA;G;0;1;no;66.14;2.92
above head;NBA;G;0;1;no;43.75;3.46
above head;NBA;G;0;1;no;44.98;3.93
above head;NBA;G;0;0;dribble or cut;53.02;0.95
above head;NBA;G;0;1;no;47.25;5.63
above head;NBA;G;0;0;no;76.27;0.56
above head;NBA;G;1;0;dribble or cut;61.28;0.62
above head;NBA;G;0;1;no;30.27;5.83
above head;NBA;G;0;0;no;3.49;1.79
above head;NBA;G;0;0;no;47.45;1.26
above head;NBA;G;0;1;no;23.78;5.8
above head;NBA;G;1;1;no;79.04;5.05
above head;NBA;G;1;1;no;86.22;7.04
other;NBA;G;0;1;no;70.76;0.4
above head;NBA;G;0;1;no;4.92;1.9
above head;NBA;G;0;1;no;69.19;5.65
above head;NBA;G;0;1;no;2.31;4.05
above head;NBA;G;0;1;no;39.3;5.16
layup;NBA;F;0;0;dribble or cut;37.92;0.8
layup;NBA;F;0;0;dribble or cut;43.21;0.64
above head;NBA;F;0;1;no;18.57;7.52
above head;NBA;F;0;1;no;32.91;7.31
other;NBA;F;1;0;no;6.86;0.91
above head;NBA;F;0;1;no;52.73;6.5
above head;NBA;F;0;0;dribble or cut;45.88;1.06
above head;NBA;F;0;1;no;0.42;7.41
above head;NBA;F;0;1;no;34.35;7.23
above head;NBA;F;0;1;no;30.57;7.39
above head;NBA;F;0;1;no;20.8;2.15
above head;NBA;G;0;1;no;21.89;7.45
above head;NBA;G;0;1;no;12.3;7.41
above head;NBA;G;0;1;no;29.78;7.45
other;NBA;G;0;0;drive;24.59;9.42
above head;NBA;G;0;1;no;31.88;5.15
above head;NBA;G;0;0;no;45.73;3.27
above head;NBA;G;0;1;no;81.89;4.07
above head;NBA;G;0;1;no;0;1.73
above head;NBA;G;0;1;no;8.08;5.81
above head;NBA;G;0;1;no;24.88;4.4
above head;NBA;G;0;1;no;28.25;5.4
other;NBA;G;0;0;no;36.45;1.74
layup;NBA;C;0;1;no;59.99;1.26
hook shot;NBA;C;0;1;no;8.2;1.53
dunk;NBA;C;1;1;no;4.55;0.69
hook shot;NBA;C;0;1;no;17.27;1.47
above head;NBA;C;0;1;no;11.79;5.6
layup;NBA;C;0;1;no;33.59;0.69
above head;NBA;C;0;1;no;62.92;4.89
above head;NBA;F;0;1;no;0.42;7.41
above head;NBA;F;0;1;no;49.66;7.36
above head;NBA;F;0;1;no;16.37;5.02
above head;NBA;F;0;1;no;3.25;5.76
above head;NBA;F;0;1;no;41.49;5.91
above head;NBA;F;1;1;no;40.96;7.47
above head;NBA;F;0;1;no;37.69;7.48
above head;NBA;F;0;1;no;29.99;7.41
above head;NBA;F;0;1;no;2.08;4.49
layup;NBA;F;1;0;dribble or cut;10.88;0.86
above head;NBA;F;0;1;no;58.42;5.3
above head;NBA;F;0;1;no;42.46;7.5
above head;NBA;F;0;1;no;41.52;7.39
layup;NBA;F;0;1;no;41.2;0.91
above head;NBA;F;1;1;no;87.55;6.97
layup;NBA;F;0;1;no;0;1.07
above head;NBA;F;0;1;no;47.94;5.79
above head;NBA;F;0;1;no;12.82;3.19
above head;NBA;F;0;1;no;49.21;6.61
above head;NBA;F;0;1;no;6.32;3.46
layup;NBA;F;0;0;drive;50.18;0.64
hook shot;NBA;F;0;1;no;55.6;2.77
layup;NBA;F;0;0;drive;69.93;0.87
above head;NBA;F;0;1;no;57.54;5.48
above head;NBA;F;0;0;no;46.38;0.75
hook shot;NBA;F;0;1;no;1.64;1.9
layup;NBA;F;0;1;no;32.2;0.61
layup;NBA;F;0;1;no;4.95;0.63
above head;NBA;F;0;1;no;27.72;6.44
above head;NBA;F;0;1;no;41.66;4.01
layup;NBA;F;0;1;no;69.1;0.99
layup;NBA;F;1;1;no;40.01;0.68
above head;NBA;G;0;1;no;24.95;7.74
above head;NBA;C;0;1;no;84.92;7.1
above head;NBA;G;0;1;no;3.26;6.7
above head;NBA;C;0;1;no;86.52;4.91
above head;NBA;F;0;1;no;15.83;7.58
above head;NBA;G;0;1;no;32.22;7.45
above head;NBA;C;0;1;no;21.58;6.07
above head;NBA;G;0;1;no;29.96;7.85
above head;NBA;G;0;1;no;49.37;5.45
above head;NBA;G;0;1;no;23.44;5.61
above head;NBA;G;0;1;no;51.26;7.26
other;NBA;G;0;0;dribble or cut;1.86;1.68
above head;NBA;G;0;1;no;2.65;4.71
above head;NBA;G;0;1;no;28.01;5.33
above head;NBA;G;1;1;no;31.57;5.72
above head;NBA;G;0;1;no;5.42;7.49
layup;NBA;G;0;1;no;69.43;1.16
above head;NBA;G;0;1;no;25.73;6.02
above head;NBA;G;0;1;no;1.26;7.41
above head;NBA;F;0;0;no;47.85;1.1
above head;NBA;F;0;1;no;22.15;1.15
above head;NBA;G;0;1;no;77.65;3.45
layup;NBA;C;0;0;dribble or cut;21.66;1.03
hook shot;NBA;G;0;1;no;13.65;1.38
tip-in;NBA;C;0;1;no;27.44;0.71
above head;NBA;G;0;1;no;9.53;7.57
above head;NBA;G;1;1;no;67;3.73
dunk;NBA;G;1;1;no;12.79;0.98
above head;NBA;G;0;1;no;81.04;7.22
above head;NBA;G;0;1;no;57.52;6.71
other;NBA;G;1;0;dribble or cut;43.68;0.95
above head;NBA;G;0;1;no;38.87;7.46
hook shot;NBA;C;0;1;no;80.53;2.48
dunk;NBA;C;0;1;no;6.47;0.97
layup;NBA;C;1;1;no;52.25;0.76
above head;NBA;G;0;1;no;51.53;7.3
other;NBA;G;0;1;no;28.74;0.91
above head;NBA;G;0;1;no;34.15;6.88
above head;NBA;G;0;1;no;51.91;7.54
above head;NBA;G;0;0;dribble or cut;3.98;1.57
other;NBA;G;1;0;no;54.17;1.07
above head;NBA;G;0;1;no;24.69;3
above head;NBA;G;0;1;no;49.01;7.43
above head;NBA;G;0;1;no;22.12;7.52
above head;NBA;G;0;0;no;2.23;1.4
above head;NBA;G;0;1;no;1.91;6.53
other;NBA;G;0;1;no;45.23;6.06
above head;NBA;G;0;1;no;16.2;6.05
other;NBA;G;1;1;no;73.5;2.21
above head;NBA;G;0;1;no;46.72;5.98
above head;NBA;G;0;1;no;83.6;7.12
above head;NBA;G;0;1;no;50.28;1.42
above head;NBA;G;0;1;no;44.32;2.8
above head;NBA;G;0;1;no;10.08;7.47
above head;NBA;G;0;1;no;44.82;7.49
above head;NBA;F;0;1;no;27.27;7.96
above head;NBA;F;0;1;no;38.27;6.06
other;NBA;F;1;0;dribble or cut;34.43;0.96
layup;NBA;F;0;1;no;48.37;0.95
above head;NBA;F;0;1;no;88.84;7.02
above head;NBA;F;0;1;no;23.51;7.78
hook shot;NBA;F;0;1;no;3.38;1.84
above head;NBA;F;0;1;no;31.48;6.36
above head;NBA;F;0;1;no;57.61;1.48
above head;NBA;F;0;1;no;4.97;2.51
above head;NBA;F;0;1;no;46.96;7.3
other;NBA;F;0;0;no;12.91;2.68
above head;NBA;F;0;1;no;14.7;6
above head;NBA;F;0;1;no;16.55;6.12
layup;NBA;F;1;1;no;54.9;1
hook shot;NBA;C;0;1;no;31.67;0.93
above head;NBA;C;0;1;no;82.67;1.04
hook shot;NBA;C;0;1;no;73.89;1.87
other;NBA;C;0;1;no;41.06;1.49
above head;NBA;G;0;1;no;51.96;3.52
above head;NBA;G;1;1;no;85.32;7.15
above head;NBA;G;0;1;no;89.81;6.97
layup;NBA;G;0;0;drive;27.15;0.95
layup;NBA;G;0;0;dribble or cut;57.41;2.91
above head;NBA;G;0;1;no;36.27;7.54
dunk;NBA;G;1;1;no;54.17;1.07
above head;NBA;G;0;1;no;35.75;7.36
dunk;NBA;G;1;1;no;12.91;2.68
above head;NBA;G;0;1;no;0.84;7.46
above head;NBA;G;0;1;no;36.51;6.4
hook shot;NBA;G;0;1;no;53.59;7.37
above head;NBA;G;0;1;no;24.9;7.5
above head;NBA;G;0;1;no;42.07;5.52
above head;NBA;G;0;1;no;8.29;6.04
above head;NBA;G;0;1;no;37.16;5.77
layup;NBA;G;0;0;dribble or cut;37.56;1.07
above head;NBA;G;0;1;no;0;6.63
layup;NBA;G;1;0;dribble or cut;54.17;1.07
above head;NBA;G;0;1;no;0.42;7.41
above head;NBA;G;0;1;no;16.06;7.48
above head;NBA;G;0;1;no;42.66;6.02
above head;NBA;G;0;1;no;41.71;4.09
above head;NBA;G;1;0;dribble or cut;3.38;1.84
above head;NBA;G;0;1;no;53.67;3.85
above head;NBA;G;0;1;no;49.78;2.85
hook shot;NBA;G;0;1;no;18.71;1.19
above head;NBA;G;0;1;no;44.53;7.53
above head;NBA;G;0;1;no;86.72;7.14
above head;NBA;G;0;1;no;30.79;7.34
above head;NBA;G;0;1;no;3.24;7.69
dunk;NBA;C;0;1;no;61.59;0.74
above head;NBA;G;0;1;no;56.99;5
above head;NBA;G;1;1;no;81.84;7.15
other;NBA;G;1;1;no;55.89;2.1
above head;NBA;G;0;1;no;35.16;7.37
above head;NBA;G;0;1;no;75.45;5.79
above head;NBA;G;0;1;no;87.49;7.03
above head;NBA;G;0;1;no;26.48;4.27
above head;NBA;G;0;1;no;40.22;4.21
layup;NBA;G;1;0;dribble or cut;31.97;1.13
above head;NBA;G;0;1;no;88.45;6.97
above head;NBA;G;0;1;no;14.57;1.73
other;NBA;G;0;0;drive;26.12;3.46
